conceptId,idAndFsnTerm
235148003,235148003 | Push enteroscopy (procedure) |
235147008,235147008 | Enteroscopy (procedure) |
225097004,225097004 | Proximal colonic washout (procedure) |
225096008,225096008 | Rectal stump washout via rectum (procedure) |
225095007,225095007 | Rectal stump washout via stoma (procedure) |
192461000,192461000 | Dilation of sphincter of Oddi (procedure) |
191532000,191532000 | Dilation of ampulla of Vater (procedure) |
186648008,186648008 | Repair of intestine (procedure) |
176007002,176007002 | Endoscopy of intestinal conduit (procedure) |
175557007,175557007 | Repair of stoma of small intestine (procedure) |
174619006,174619006 | Endoscopic sphincterotomy of accessory ampulla of Vater (procedure) |
174613007,174613007 | Endoscopic incision of sphincter of Oddi (procedure) |
174603004,174603004 | Transduodenal biopsy of lesion of ampulla of Vater (procedure) |
174602009,174602009 | Transduodenal excision of ampulla of Vater (procedure) |
174596006,174596006 | Sphincterotomy of bile duct and pancreatic duct using duodenal approach (procedure) |
174595005,174595005 | Revision of stoma of small intestine (procedure) |
174594009,174594009 | Incision of sphincter of Oddi using duodenal approach (procedure) |
174589009,174589009 | Sphincteroplasty of bile duct and pancreatic duct using duodenal approach (procedure) |
174588001,174588001 | Plastic repair of sphincter of Oddi using duodenal approach (procedure) |
174416009,174416009 | Closure of bowel fistula (procedure) |
174322004,174322004 | Proctoscopic destruction of lesion of rectum (procedure) |
174321006,174321006 | Proctoscopic excision of lesion of rectum (procedure) |
174320007,174320007 | Proctoscopic extirpation of lesion of rectum (procedure) |
174310002,174310002 | Closure of proctostomy (procedure) |
174308004,174308004 | Exploration of rectum (procedure) |
174299003,174299003 | Massage of rectum (procedure) |
174298006,174298006 | Examination of rectum under anesthesia (procedure) |
174289008,174289008 | Insertion of supralevator sling (procedure) |
174288000,174288000 | Perianal plication of levator ani muscles and anal sphincters (procedure) |
174286001,174286001 | Perineal operations for rectal prolapse (procedure) |
174283009,174283009 | Peranal biopsy of lesion of rectum (procedure) |
174272000,174272000 | Transsphincteric destruction of lesion of rectum (procedure) |
174270008,174270008 | Transsphincteric excision of mucosa of rectum (procedure) |
174250002,174250002 | Open laser destruction of lesion of rectum (procedure) |
174249002,174249002 | Open cryotherapy to lesion of rectum (procedure) |
174248005,174248005 | Open cauterization of lesion of rectum (procedure) |
174247000,174247000 | Open excision of lesion of rectum (procedure) |
174241004,174241004 | Anterior resection of rectum and anastomosis of colon to rectum using staples (procedure) |
174228003,174228003 | Irrigation of colon (procedure) |
174215005,174215005 | Endoscopic dilation of sigmoid colon using rigid sigmoidoscope (procedure) |
174210000,174210000 | Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope (procedure) |
174209005,174209005 | Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope (procedure) |
174208002,174208002 | Endoscopic cauterization of lesion of sigmoid colon using rigid sigmoidoscope (procedure) |
174207007,174207007 | Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope (procedure) |
174198003,174198003 | Endoscopic coagulation of blood vessel of lower bowel using fiberoptic sigmoidoscope (procedure) |
174197008,174197008 | Endoscopic dilation of lower bowel using fiberoptic sigmoidoscope (procedure) |
174192002,174192002 | Endoscopic laser destruction of lesion of lower bowel using fiberoptic sigmoidoscope (procedure) |
174191009,174191009 | Endoscopic cauterization of lesion of lower bowel using fiberoptic sigmoidoscope (procedure) |
174190005,174190005 | Endoscopic snare resection of lesion of lower bowel using fiberoptic sigmoidoscope (procedure) |
174180002,174180002 | Fiberoptic endoscopic coagulation of blood vessel of colon (procedure) |
174179000,174179000 | Fiberoptic endoscopic dilation of colon (procedure) |
174173004,174173004 | Fiberoptic endoscopic laser destruction of lesion of colon (procedure) |
174172009,174172009 | Fiberoptic endoscopic cauterization of lesion of colon (procedure) |
174171002,174171002 | Fiberoptic endoscopic snare resection of lesion of colon (procedure) |
174164007,174164007 | Enterorrhaphy of colon (procedure) |
174162006,174162006 | Open biopsy of lesion of colon (procedure) |
174158000,174158000 | Open colonoscopy (procedure) |
174153009,174153009 | Open relief of strangulation of colon (procedure) |
174149007,174149007 | Open reduction of intussusception of colon (procedure) |
174141005,174141005 | Reduction of prolapse of colostomy (procedure) |
174132000,174132000 | Refashioning of cecostomy (procedure) |
174125009,174125009 | Bypass of colon by anastomosis of transverse colon to sigmoid colon (procedure) |
174121000,174121000 | Bypass of colon (procedure) |
174116003,174116003 | Extirpation of lesion of colon (procedure) |
174071004,174071004 | Extended right hemicolectomy (procedure) |
174045003,174045003 | Interval appendectomy (procedure) |
174041007,174041007 | Laparoscopic emergency appendectomy (procedure) |
174039006,174039006 | Emergency excision of normal appendix (procedure) |
174036004,174036004 | Emergency appendectomy (procedure) |
174027003,174027003 | Barium enema for radiological reduction of intussusception of ileum (procedure) |
174023004,174023004 | Intubation of ileum for decompression of intestine (procedure) |
174012003,174012003 | Ileoscopy and insertion of tube prosthesis (procedure) |
174011005,174011005 | Endoscopic dilatation of ileum (procedure) |
174010006,174010006 | Endoscopic extirpation of lesion of ileum (procedure) |
174005007,174005007 | Oversewing of small intestine (procedure) |
174003000,174003000 | Exclusion of segment of ileum (procedure) |
174002005,174002005 | Closure of perforation of ileum (procedure) |
173999004,173999004 | Open biopsy of lesion of ileum (procedure) |
173994009,173994009 | Plication of ileum (procedure) |
173991001,173991001 | Open reduction of intussusception of ileum (procedure) |
173987006,173987006 | Reduction of prolapse of ileostomy (procedure) |
173986002,173986002 | Repair of prolapse of ileostomy (procedure) |
173985003,173985003 | Refashioning of ileostomy (procedure) |
173973006,173973006 | Revision of anastomosis of ileum (procedure) |
173972001,173972001 | Attention to connection of ileum (procedure) |
173960007,173960007 | Bypass of ileum by anastomosis of ileum to ileum (procedure) |
173958005,173958005 | Bypass of ileum (procedure) |
173955008,173955008 | Open destruction of lesion of ileum (procedure) |
173953001,173953001 | Open extirpation of lesion of ileum (procedure) |
173950003,173950003 | Ileectomy and anastomosis of ileum to colon (procedure) |
173949003,173949003 | Ileectomy and anastomosis of ileum to ileum (procedure) |
173948006,173948006 | Ileectomy and anastomosis of duodenum to ileum (procedure) |
173947001,173947001 | Ileectomy and anastomosis of stomach to ileum (procedure) |
173941000,173941000 | Transposition of jejunum (procedure) |
173937004,173937004 | Intubation of jejunum for decompression of intestine (procedure) |
173930002,173930002 | Jejunoscopy and insertion of tube prosthesis (procedure) |
173929007,173929007 | Endoscopic dilatation of jejunum (procedure) |
173928004,173928004 | Endoscopic extirpation of lesion of jejunum (procedure) |
173923008,173923008 | Closure of perforation of jejunum (procedure) |
173922003,173922003 | Open biopsy of lesion of jejunum (procedure) |
173918008,173918008 | Open jejunoscopy (procedure) |
173911002,173911002 | Bypass of jejunum (procedure) |
173908003,173908003 | Refashioning of jejunostomy (procedure) |
173904001,173904001 | Open destruction of lesion of jejunum (procedure) |
173903007,173903007 | Excision of lesion of jejunum (procedure) |
173902002,173902002 | Extirpation of lesion of jejunum (procedure) |
173874001,173874001 | Endoscopic dilatation of duodenum (procedure) |
173868001,173868001 | Mobilization of duodenum (procedure) |
173864004,173864004 | Open biopsy of lesion of duodenum (procedure) |
173858006,173858006 | Bypass of duodenum by anastomosis of duodenum to duodenum (procedure) |
173856005,173856005 | Bypass of duodenum (procedure) |
173853002,173853002 | Open destruction of lesion of duodenum (procedure) |
173852007,173852007 | Open extirpation of lesion of duodenum (procedure) |
173849004,173849004 | Partial excision of duodenum (procedure) |
173848007,173848007 | Total excision of duodenum (procedure) |
173771003,173771003 | Radioisotope scan of intestine (procedure) |
173649001,173649001 | Enlargement of stoma of small intestine (procedure) |
172859007,172859007 | Bowel imaging (procedure) |
169009002,169009002 | Fluoroscopy - rectum (procedure) |
169007000,169007000 | Fluoroscopy - intestine -large (procedure) |
169006009,169006009 | Fluoroscopy - intestine -small (procedure) |
168900006,168900006 | Omphalomesenteric duct contrast radiography (procedure) |
168847003,168847003 | Colon double contrast examination (procedure) |
168846007,168846007 | Rectum double contrast examination (procedure) |
168845006,168845006 | Duodenum double contrast examination (procedure) |
168843004,168843004 | Colostomy enema (procedure) |
168836005,168836005 | Barium enema (procedure) |
168831000,168831000 | Barium follow through (procedure) |
128406008,128406008 | Anastomosis of jejunum (procedure) |
128401003,128401003 | Anastomosis of duodenum (procedure) |
119905008,119905008 | Rectum destructive procedure (procedure) |
119903001,119903001 | Rectum reconstruction (procedure) |
119901004,119901004 | Rectum closure (procedure) |
119893009,119893009 | Large intestine reconstruction (procedure) |
119892004,119892004 | Large intestine closure (procedure) |
119888006,119888006 | Small intestine reconstruction (procedure) |
119887001,119887001 | Small intestine closure (procedure) |
119289007,119289007 | Biopsy of ampulla of Vater (procedure) |
119288004,119288004 | Excision of ampulla of Vater (procedure) |
119287009,119287009 | Biopsy of large intestine (procedure) |
119286000,119286000 | Biopsy of small intestine (procedure) |
116240003,116240003 | Incisional biopsy of ampulla of Vater (procedure) |
116239000,"116239000 | Excisional biopsy of lesion of rectum, intact, by transanal approach (procedure) |"
116238008,"116238008 | Excisional biopsy of lesion of rectum, fragmented, by transanal approach (procedure) |"
116237003,116237003 | Excisional biopsy of lesion of rectum by transanal approach (procedure) |
116236007,116236007 | Excisional biopsy of lesion of large intestine (procedure) |
116229006,116229006 | Incisional biopsy of large intestine (procedure) |
116027003,116027003 | Partial jejunectomy (procedure) |
116026007,116026007 | Total jejunectomy (procedure) |
112877004,"112877004 | Frickman operation, abdominal proctopexy (procedure) |"
112875007,112875007 | Removal of foreign body of rectum by incision (procedure) |
112872005,112872005 | Suture of large intestine (procedure) |
112871003,112871003 | Anastomosis of large intestine to large intestine (procedure) |
112870002,112870002 | Flexible fiberoptic sigmoidoscopy for removal of foreign body (procedure) |
107948003,107948003 | Large intestine manipulation (procedure) |
107944001,107944001 | Large intestine excision (procedure) |
107938000,107938000 | Small intestine excision (procedure) |
91679005,91679005 | Plication of jejunum (procedure) |
90976006,90976006 | Endoscopy of jejunum (procedure) |
90856004,90856004 | Total excision of small intestine (procedure) |
90788004,90788004 | Revision of stoma of rectum (procedure) |
89642006,89642006 | Anterior resection of rectum with colostomy (procedure) |
89522007,89522007 | Colocolostomy (procedure) |
89337005,89337005 | Endoscopic biopsy of ileum (procedure) |
89311007,89311007 | Endoscopic biopsy of jejunum (procedure) |
88908007,88908007 | Rectal massage for levator spasm (procedure) |
88888008,88888008 | Excision of lesion of duodenum (procedure) |
88865007,88865007 | Destructive procedure of small intestine (procedure) |
88354009,88354009 | Removal of foreign body from intestine by incision (procedure) |
87677003,87677003 | Resection of rectum (procedure) |
87659008,87659008 | Incision and drainage of duodenum (procedure) |
87594008,87594008 | Intra-abdominal manipulation of intestine (procedure) |
87515005,87515005 | Ileostomy management and care (regime/therapy) |
87279008,87279008 | Excision of lesion of colon (procedure) |
86032007,86032007 | Enlargement of intestinal stoma (procedure) |
85849005,85849005 | Exteriorization of large intestine (procedure) |
85815002,85815002 | Hypotonic duodenography (procedure) |
85534006,85534006 | Operative endoscopy of jejunum (procedure) |
85435009,85435009 | Suture of intestine (procedure) |
84952009,84952009 | Resection of colon for interposition (procedure) |
84824001,"84824001 | Pemberton operation, rectal prolapse repair (procedure) |"
84604002,84604002 | Sigmoid colectomy (procedure) |
84530005,84530005 | Reduction of intussusception of large intestine (procedure) |
84456001,84456001 | Saucerization of rectum (procedure) |
84257008,84257008 | Open biopsy of ileum (procedure) |
83656000,83656000 | Reduction of torsion of small intestine (procedure) |
83599002,83599002 | Incision of duodenum (procedure) |
83226002,83226002 | Operative duodenoscopy (procedure) |
82730006,82730006 | Incidental excision of appendix (procedure) |
82692008,82692008 | Dilation of rectal stricture under nonlocal anesthesia (procedure) |
82619000,82619000 | Left colectomy (procedure) |
82425008,82425008 | Reduction of intussusception of intestine (procedure) |
81214004,81214004 | Destruction of lesion of rectum by laser (procedure) |
80267006,80267006 | Duodenoscopy (procedure) |
80146002,80146002 | Excision of appendix (procedure) |
80050006,80050006 | Endoscopic biopsy of large intestine (procedure) |
79819006,79819006 | Crushing of contents of rectum (procedure) |
79764004,79764004 | Excision of lesion of rectum (procedure) |
79433000,79433000 | Closure of colon fistula (procedure) |
79373005,79373005 | Transposition procedure of small intestine (procedure) |
78925004,78925004 | Ileoileostomy (procedure) |
78299009,78299009 | Core needle biopsy of rectum (procedure) |
78133002,78133002 | Endoscopic excision of lesion of large intestine (procedure) |
77878003,"77878003 | Von Kraske operation, proctectomy (procedure) |"
76192001,"76192001 | Mikulicz operation, resection of large intestine, second stage (procedure) |"
76164006,76164006 | Biopsy of colon (procedure) |
75905004,75905004 | Sigmoidoproctostomy (procedure) |
75420000,75420000 | Excision of redundant mucosa from duodenostomy (procedure) |
75404005,75404005 | Epiploectomy (procedure) |
75312003,75312003 | Partial colectomy with ileostomy and creation of mucofistula (procedure) |
75157003,75157003 | Cryosurgery for benign rectal tumor (procedure) |
75108001,75108001 | Suture of rectum (procedure) |
74539002,74539002 | Intra-abdominal manipulation of large intestine (procedure) |
74373008,74373008 | Enterocentesis of small intestine (procedure) |
73978003,73978003 | Multiple segmental resections of small intestine (procedure) |
73921006,73921006 | Repair of rectal prolapse by abdominal approach (procedure) |
73872003,73872003 | Manipulation of rectum (procedure) |
73761001,73761001 | Colonoscopy (procedure) |
73759005,73759005 | Duodenectomy (procedure) |
73543008,73543008 | Open biopsy of large intestine (procedure) |
73536002,73536002 | Myotomy of colon (procedure) |
73509004,73509004 | Partial colectomy with skin level colostomy (procedure) |
72915000,72915000 | Dilation of colon (procedure) |
72811008,72811008 | Closure of sigmoidostomy (procedure) |
72386000,72386000 | Closure of jejunal fistula (procedure) |
71367006,71367006 | Endoscopic biopsy of sphincter of Oddi (procedure) |
71309007,71309007 | Closure of enterostomy (procedure) |
70553005,70553005 | Fistulization for ileus (procedure) |
70110002,70110002 | Plication of small intestine (procedure) |
70057004,70057004 | Endoscopy of ileal conduit (procedure) |
69851006,69851006 | Endoscopic brush biopsy of small intestine (procedure) |
69538006,69538006 | Excision of diverticulum of ampulla of Vater (procedure) |
69191006,69191006 | Incision of intestine (procedure) |
69058004,69058004 | Conversion of rectal position (procedure) |
68791007,68791007 | Fiberoptic ileoscopy through stoma (procedure) |
68671008,68671008 | Destruction of lesion of rectum by chemicals (procedure) |
68595001,68595001 | Enterocentesis of intestine (procedure) |
68188002,68188002 | Incision of large intestine (procedure) |
68065001,"68065001 | Jejunostomy, delayed opening (procedure) |"
67715004,67715004 | Oral contrast duodenography (procedure) |
67714000,67714000 | Insertion of Miller-Abbott tube for intestinal decompression (procedure) |
67389003,67389003 | Diverticulectomy of duodenum (procedure) |
66782001,66782001 | Closure of stoma of small intestine (procedure) |
66740000,66740000 | Coloplication (procedure) |
66343001,66343001 | Excision of lesion of small intestine (procedure) |
65291007,65291007 | Total resection of large intestine (procedure) |
64744006,64744006 | Open biopsy of jejunum (procedure) |
63259008,63259008 | Enterocentesis of large intestine (procedure) |
63003009,63003009 | Removal of foreign body from large intestine by incision (procedure) |
62539002,62539002 | Reduction of volvulus of large intestine (procedure) |
61524001,61524001 | Resection of exteriorized segment of small intestine (procedure) |
61218006,61218006 | Excision of Meckel's diverticulum (procedure) |
60892005,60892005 | Jejunojejunostomy (procedure) |
60775008,60775008 | Core needle biopsy of large intestine (procedure) |
60523002,60523002 | Closure of cecostomy (procedure) |
60362005,60362005 | Suture of sigmoid (procedure) |
59896001,59896001 | Dilation of rectum (procedure) |
59657005,59657005 | Intestinal bypass for morbid obesity (procedure) |
58709004,58709004 | Destruction of lesion of duodenum (procedure) |
58365005,58365005 | Fulguration of lesion of small intestine (procedure) |
57474008,57474008 | Digital examination of enterostomy stoma (procedure) |
57435001,57435001 | Endoscopy of large intestine through artificial stoma (procedure) |
57417005,57417005 | Bowel imaging for Meckel's diverticulum (procedure) |
56288000,56288000 | Reduction of intussusception of small intestine (procedure) |
56283009,56283009 | Transplantation of small intestine (procedure) |
56078005,56078005 | Endoscopic excision of lesion of sphincter of Oddi (procedure) |
55303001,55303001 | Crushing of contents of intestine (procedure) |
55071005,55071005 | Biopsy of intestine (procedure) |
54747001,54747001 | Multiple segmental resections of large intestine (procedure) |
54686006,54686006 | Biopsy of rectum (procedure) |
54357003,54357003 | Partial excision of small intestine (procedure) |
54154000,54154000 | Resection of sphincter of Oddi (procedure) |
53402007,53402007 | Endoscopy of small intestine through artificial stoma (procedure) |
53003006,53003006 | Resection of splenic flexure of colon (procedure) |
52838002,52838002 | Destruction of lesion of rectum (procedure) |
52667004,52667004 | Sigmoidosigmoidostomy (procedure) |
51994001,51994001 | Excision of benign tumor of rectum by transanal approach (procedure) |
51657007,"51657007 | Ladd operation, mobilization of intestine (procedure) |"
51408001,51408001 | Electrodesiccation of malignant tumor of rectum by transanal approach (procedure) |
51346007,51346007 | Ileectomy (procedure) |
50774009,50774009 | Laparoscopic-assisted right colectomy (procedure) |
50250005,50250005 | Destruction of lesion of rectum by cauterization (procedure) |
50012009,50012009 | Cecopexy (procedure) |
49870005,49870005 | Endoscopic destruction of lesion of large intestine (procedure) |
49438003,49438003 | Appendectomy with drainage (procedure) |
49144007,49144007 | Endoscopic brush biopsy of jejunum (procedure) |
47792009,47792009 | Endoscopic brush biopsy of large intestine (procedure) |
47705001,47705001 | Incision of rectal stricture (procedure) |
47302001,47302001 | Ileotomy (procedure) |
46569000,46569000 | Laparoscopic-assisted abdominoperineal resection (procedure) |
46295004,"46295004 | Proctectomy by abdominoperineal resection with colostomy, one stage (procedure) |"
45464004,45464004 | Excision of lesion of ampulla of Vater (procedure) |
45220009,45220009 | Posterior resection of rectum (procedure) |
44642007,44642007 | Partial colectomy with colostomy and creation of mucofistula (procedure) |
44441009,44441009 | Flexible fiberoptic sigmoidoscopy (procedure) |
44119001,44119001 | Anastomosis of small intestine to small intestine (procedure) |
44089008,44089008 | Manual reduction of prolapsed rectum (procedure) |
44061005,44061005 | Proctosigmoidoscopy through artificial stoma (procedure) |
43750003,43750003 | Endoscopic excision of lesion of duodenum (procedure) |
43519002,43519002 | Destruction of lesion of small intestine (procedure) |
43075005,43075005 | Partial resection of colon (procedure) |
42904002,42904002 | Repair of rectal laceration (procedure) |
42624001,42624001 | Correction of malrotation by lysis of duodenal bands (procedure) |
42332004,42332004 | Fistulization of appendix (procedure) |
41939004,41939004 | Endoscopy of ileum through artificial stoma (procedure) |
41536004,41536004 | Revision of anastomosis of small intestine (procedure) |
41500002,41500002 | Small bowel series (procedure) |
41436002,41436002 | Plication of intestine (procedure) |
41330009,41330009 | Laparoscopic-assisted left colectomy (procedure) |
40826009,40826009 | Endoscopy of ileum (procedure) |
40667002,40667002 | Fixation of small intestine (procedure) |
40228004,40228004 | Bowel imaging for volvulus (procedure) |
39536003,39536003 | Duodenotomy for foreign body removal (procedure) |
39166002,39166002 | Closure of duodenal fistula (procedure) |
37593003,37593003 | Total ileectomy (procedure) |
37412006,37412006 | Excision of large intestine for interposition (procedure) |
37402004,37402004 | Incision and drainage of abscess of appendix (procedure) |
36984000,36984000 | Closure of ileal fistula (procedure) |
36788006,36788006 | Cecoplication (procedure) |
36508007,36508007 | Fulguration of lesion of duodenum (procedure) |
35965008,35965008 | Colocentesis (procedure) |
34984003,34984003 | Incisional biopsy of rectum (procedure) |
34574008,34574008 | Endoscopic destruction of lesion of sphincter of Oddi (procedure) |
34414001,34414001 | Incision of rectum (procedure) |
34264006,34264006 | Intraoperative colonoscopy (procedure) |
33759004,33759004 | Suture of cecum (procedure) |
33649007,33649007 | Fixation of large intestine to abdominal wall (procedure) |
33507007,33507007 | Excision of malignant tumor of rectum by transanal approach (procedure) |
33179004,33179004 | Suture of jejunum (procedure) |
32956007,32956007 | Transplantation of tissue of rectum (procedure) |
32934009,32934009 | Endoscopic brush biopsy of duodenum (procedure) |
32578005,32578005 | Biopsy of appendix (procedure) |
32414000,32414000 | Intraoperative sigmoidoscopy (procedure) |
32325005,32325005 | Inversion of diverticulum of small intestine (procedure) |
32091001,32091001 | Repair of large intestine (procedure) |
32044008,32044008 | Partial colectomy by abdominal approach (procedure) |
31521004,31521004 | Resection of intestine for interposition (procedure) |
31158009,31158009 | Enterectomy with double-barrel enterostomy (procedure) |
31126004,31126004 | Destruction of lesion of rectum by cryosurgery (procedure) |
30706000,30706000 | Incision of small intestine (procedure) |
30660002,30660002 | Destructive procedure of large intestine (procedure) |
30582003,30582003 | Duodenostomy (procedure) |
29586003,29586003 | Proctosigmoidoscopy by transabdominal approach (procedure) |
29453004,29453004 | Jejunotomy (procedure) |
29224002,29224002 | Operative endoscopy of small intestine (procedure) |
29205000,29205000 | Proctopexy for prolapse by perineal approach (procedure) |
29065006,29065006 | Sigmoidotomy (procedure) |
28939002,28939002 | Endoscopic polypectomy of large intestine (procedure) |
28177007,28177007 | Rectal irrigation (procedure) |
27892007,27892007 | Closure of fecal fistula (procedure) |
27397009,27397009 | Enterocentesis of duodenum (procedure) |
27010001,27010001 | Partial excision of large intestine (procedure) |
26925005,26925005 | Transverse colectomy (procedure) |
26390003,26390003 | Total colectomy (procedure) |
25196007,"25196007 | Proctectomy by abdominoperineal resection with colostomy, two stages (procedure) |"
25022002,25022002 | Closure of enteroenteric fistula (procedure) |
24420007,24420007 | Sigmoidoscopy (procedure) |
23968004,23968004 | Excision of colon (procedure) |
23478009,23478009 | Intra-abdominal manipulation of small intestine (procedure) |
23121008,23121008 | Destruction of lesion of rectum by electrocoagulation (procedure) |
22998002,22998002 | Digital examination of colostomy stoma (procedure) |
22324003,"22324003 | Jejunectomy, resection of a segment or all of jejunum (procedure) |"
22094003,22094003 | Linear proctotomy (procedure) |
21795006,21795006 | Endoscopic brush biopsy of rectum (procedure) |
21756005,21756005 | Closure of rectal fistula (procedure) |
21423008,21423008 | Sigmoidoscopy through artificial stoma (procedure) |
21339000,21339000 | Radiography of intestine (procedure) |
21216009,21216009 | Core needle biopsy of small intestine (procedure) |
20246000,20246000 | Fixation of intestine (procedure) |
19639005,19639005 | Sigmoidopexy (procedure) |
18705006,18705006 | Endoscopic brush biopsy of ileum (procedure) |
18339007,18339007 | Reduction of prolapsed rectum under anesthesia (procedure) |
18329001,18329001 | Fine needle biopsy of large intestine (procedure) |
18047003,18047003 | Closure of small intestine fistula (procedure) |
17988003,17988003 | Partial ileectomy (procedure) |
17671008,17671008 | Laparoscopic-assisted anterior resection of rectum with colostomy (procedure) |
17473003,17473003 | Cecotomy (procedure) |
17041004,17041004 | Incision of appendix (procedure) |
16448009,16448009 | Replacement of rectal tube (procedure) |
16256009,16256009 | Intubation and decompression of intestine (procedure) |
16079003,"16079003 | Sauer-Bacon operation, abdominoperineal resection (procedure) |"
14771009,14771009 | Destruction of lesion of rectum by electrodesiccation (procedure) |
14690009,14690009 | Anastomosis of large intestine to rectum (procedure) |
13893002,13893002 | Closure of appendiceal fistula (procedure) |
13327002,13327002 | Partial colectomy by transanal approach (procedure) |
13004001,13004001 | Rigid proctosigmoidoscopy (procedure) |
12827003,12827003 | Excision of part of rectum (procedure) |
12749000,12749000 | Radiologic guidance for percutaneous placement of enteroclysis tube (procedure) |
12672009,12672009 | Proctolysis (procedure) |
12415007,12415007 | Endoscopic destruction of lesion of duodenum (procedure) |
12350003,12350003 | Colonoscopy with rigid sigmoidoscope through colotomy (procedure) |
12102007,12102007 | Inversion of diverticulum of large intestine (procedure) |
12092003,12092003 | Repair of rectal prolapse (procedure) |
11626008,"11626008 | Miles operation, complete proctectomy (procedure) |"
10590008,10590008 | Fulguration of lesion of large intestine (procedure) |
10259007,10259007 | Proctopexy (procedure) |
10254002,10254002 | Excision of diverticulum of small intestine (procedure) |
10107006,10107006 | Duodenoduodenostomy (procedure) |
10088002,10088002 | Revision of jejunoileal bypass (procedure) |
9895003,9895003 | Destruction of lesion of large intestine (procedure) |
9735005,9735005 | Repair of colon (procedure) |
9280007,9280007 | Proctoplasty for stenosis (procedure) |
9215005,9215005 | Colotomy (procedure) |
9121000,9121000 | Excision of lesion of large intestine (procedure) |
8903007,8903007 | Excision of omphalomesenteric duct (procedure) |
8773000,8773000 | Transplantation of large intestine (procedure) |
8324006,8324006 | Incision and drainage of rectal abscess (procedure) |
8180007,8180007 | Fiberoptic colonoscopy through colostomy (procedure) |
7239006,7239006 | Proctosigmoidoscopy for dilation (procedure) |
7223004,7223004 | Take-down of stoma of large intestine (procedure) |
6726004,6726004 | Incision and drainage of appendiceal abscess by transabdominal approach (procedure) |
6221005,6221005 | Suture of colon (procedure) |
6190006,6190006 | Colopexy (procedure) |
6025007,6025007 | Laparoscopic appendectomy (procedure) |
6019008,6019008 | Endoscopy of large intestine (procedure) |
5722009,5722009 | Surgical reanastomosis of colon (procedure) |
4862007,4862007 | Revision of anastomosis of large intestine (procedure) |
4829004,4829004 | Excision of small intestine for interposition (procedure) |
4558008,4558008 | Anterior resection of rectum (procedure) |
4336007,"4336007 | Lloyd-Davies operation, abdominoperineal resection (procedure) |"
4293000,4293000 | Reduction of intussusception by laparotomy (procedure) |
3796003,3796003 | Excision of redundant mucosa from jejunostomy (procedure) |
3183007,3183007 | Closure of colostomy (procedure) |
2743004,2743004 | Operative endoscopy of ileum (procedure) |
1801001,1801001 | Endoscopic biopsy of duodenum (procedure) |
1645004,1645004 | Transduodenal sphincterotomy (procedure) |
1501006,"1501006 | Altemeier operation, perineal rectal pull-through (procedure) |"
1390003,1390003 | Laparoscopic-assisted sigmoid colectomy (procedure) |
1337002,1337002 | Colosigmoidostomy (procedure) |
1299000,1299000 | Excision of appendiceal stump (procedure) |
1054002,1054002 | Incision of sphincter of Oddi (procedure) |
543008,543008 | Choledochostomy with transduodenal sphincteroplasty (procedure) |
456004,456004 | Total abdominal colectomy with ileostomy (procedure) |
176003,176003 | Anastomosis of rectum (procedure) |
